OfferedLoad,Node,QueueType,AvgDelay,BlockingRatio,AvgBacklog,N_audio,N_video,N_data
0.5,5,Assured,0.00107118,0,0.0314408,19,24,24
0.5,5,BestEffort,0.0010539,0,0.0757763,19,24,24
0.5,Reference,EndToEndDelay,0.00531581
0.5,Reference,BlockingRatio,0
0.6,1,Premium,0.000314667,0,0.0366652,23,29,29
0.6,1,Assured,0.0011677,0,0.0458584,23,29,29
0.6,1,BestEffort,0.0015397,0,0.149808,23,29,29
0.6,2,Premium,0.000314201,0,0.0361675,23,29,29
0.6,2,Assured,0.00117179,0,0.0466789,23,29,29
0.6,2,BestEffort,0.00154133,0,0.149373,23,29,29
0.6,3,Premium,0.000315851,0,0.0364361,23,29,29
0.6,3,Assured,0.00117457,0,0.0467549,23,29,29
0.6,3,BestEffort,0.00156131,0,0.149571,23,29,29
0.6,4,Premium,0.000313095,0,0.0357264,23,29,29
0.6,4,Assured,0.00117049,0,0.0460112,23,29,29
0.6,4,BestEffort,0.00151165,0,0.143324,23,29,29
0.6,5,Premium,0.000314016,0,0.0363558,23,29,29
0.6,5,Assured,0.00117453,0,0.0461762,23,29,29
0.6,5,BestEffort,0.00156302,0,0.151284,23,29,29
0.6,Reference,EndToEndDelay,0.00586415
0.6,Reference,BlockingRatio,0
0.7,1,Premium,0.000347336,6.8526e-05,0.0460671,27,33,33
0.7,1,Assured,0.00126795,5.85043e-05,0.0611289,27,33,33
0.7,1,BestEffort,0.00231882,6.97967e-05,0.273227,27,33,33
0.7,2,Premium,0.000346671,0.000137202,0.0455773,27,33,33
0.7,2,Assured,0.00127957,0.000175557,0.0623191,27,33,33
0.7,2,BestEffort,0.00234162,0.000162902,0.275279,27,33,33
0.7,3,Premium,0.000344981,6.91204e-05,0.0452938,27,33,33
0.7,3,Assured,0.00126746,0.00010242,0.0604787,27,33,33
0.7,3,BestEffort,0.00229954,8.17967e-05,0.266562,27,33,33
0.7,4,Premium,0.00034647,8.03729e-05,0.0456571,27,33,33
0.7,4,Assured,0.00127154,8.74725e-05,0.0615964,27,33,33
0.7,4,BestEffort,0.00233448,2.33637e-05,0.272398,27,33,33
0.7,5,Premium,0.000346378,0.000148327,0.0459662,27,33,33
0.7,5,Assured,0.00127975,0.000203043,0.0628827,27,33,33
0.7,5,BestEffort,0.00243225,0.00015213,0.285128,27,33,33
0.7,Reference,EndToEndDelay,0.00643171
0.7,Reference,BlockingRatio,0.000992063
0.8,1,Premium,0.000384421,0.00224934,0.0549814,30,38,38
0.8,1,Assured,0.00141823,0.00225596,0.0856636,30,38,38
0.8,1,BestEffort,0.00452291,0.00210155,0.632332,30,38,38
0.8,2,Premium,0.000385288,0.00240731,0.0552187,30,38,38
0.8,2,Assured,0.00141912,0.00222409,0.0856499,30,38,38
0.8,2,BestEffort,0.00464015,0.00215868,0.648935,30,38,38
0.8,3,Premium,0.000384459,0.00239072,0.0544852,30,38,38
0.8,3,Assured,0.00141164,0.00259829,0.0842501,30,38,38
0.8,3,BestEffort,0.00465369,0.00260491,0.645215,30,38,38
0.8,4,Premium,0.000383766,0.00272235,0.0546227,30,38,38
0.8,4,Assured,0.00140643,0.0026137,0.0835805,30,38,38
0.8,4,BestEffort,0.00462228,0.00246509,0.649816,30,38,38
0.8,5,Premium,0.000386358,0.00267758,0.0550944,30,38,38
0.8,5,Assured,0.00141628,0.00252279,0.0858203,30,38,38
0.8,5,BestEffort,0.00467409,0.00289316,0.654953,30,38,38
0.8,Reference,EndToEndDelay,0.00709531
0.8,Reference,BlockingRatio,0.0117108
0.9,1,Premium,0.000416074,0.0277168,0.0633841,34,43,43
0.9,1,Assured,0.00153406,0.0272638,0.105949,34,43,43
0.9,1,BestEffort,0.00999128,0.0265289,1.56265,34,43,43
0.9,2,Premium,0.000417949,0.0302934,0.0637653,34,43,43
0.9,2,Assured,0.0015475,0.0300484,0.107704,34,43,43
0.9,2,BestEffort,0.0103865,0.0299642,1.63076,34,43,43
0.9,3,Premium,0.000418033,0.0272065,0.064495,34,43,43
0.9,3,Assured,0.00155066,0.0265596,0.108607,34,43,43
0.9,3,BestEffort,0.0101906,0.0273033,1.57788,34,43,43
0.9,4,Premium,0.000417951,0.0268708,0.0637801,34,43,43
0.9,4,Assured,0.00153975,0.0266294,0.106132,34,43,43
0.9,4,BestEffort,0.0101372,0.0260645,1.59158,34,43,43
0.9,5,Premium,0.000415816,0.0284955,0.0633678,34,43,43
0.9,5,Assured,0.00153942,0.027712,0.105736,34,43,43
0.9,5,BestEffort,0.00996142,0.0275494,1.55324,34,43,43
0.9,Reference,EndToEndDelay,0.00768354
0.9,Reference,BlockingRatio,0.127413
