OfferedLoad,Node,QueueType,AvgDelay,BlockingRatio,AvgBacklog,N_audio,N_video,N_data
0.8,1,Premium,0.000380004,0.00230539,0.0558682,30,38,38
0.8,1,Assured,0.00139686,0.00240704,0.0812994,30,38,38
0.8,1,BestEffort,0.00427089,0.00221099,0.592613,30,38,38
0.8,2,Premium,0.000382119,0.00197229,0.0565219,30,38,38
0.8,2,Assured,0.0013918,0.00164056,0.0803868,30,38,38
0.8,2,BestEffort,0.00427712,0.00174281,0.598405,30,38,38
0.8,3,Premium,0.000381015,0.00229118,0.0562246,30,38,38
0.8,3,Assured,0.00140118,0.0022224,0.0818452,30,38,38
0.8,3,BestEffort,0.00444641,0.00210421,0.621486,30,38,38
0.8,4,Premium,0.00038144,0.00223816,0.0563198,30,38,38
0.8,4,Assured,0.00139918,0.0023341,0.0814041,30,38,38
0.8,4,BestEffort,0.00440506,0.00262294,0.618575,30,38,38
0.8,5,Premium,0.000378576,0.00217726,0.055663,30,38,38
0.8,5,Assured,0.00138846,0.00201191,0.0795211,30,38,38
0.8,5,BestEffort,0.00432362,0.002019,0.605131,30,38,38
0.8,Reference,EndToEndDelay,0.00190926
0.8,Reference,BlockingRatio,0.00824427
0.9,1,Premium,0.000413775,0.0250278,0.0658339,34,43,43
0.9,1,Assured,0.00153397,0.0251242,0.105022,34,43,43
0.9,1,BestEffort,0.00963295,0.0261609,1.51829,34,43,43
0.9,2,Premium,0.000412799,0.0231802,0.0652542,34,43,43
0.9,2,Assured,0.00154123,0.0233865,0.105566,34,43,43
0.9,2,BestEffort,0.00945405,0.0239897,1.46943,34,43,43
0.9,3,Premium,0.000414262,0.0243609,0.0658051,34,43,43
0.9,3,Assured,0.00153427,0.0239523,0.104816,34,43,43
0.9,3,BestEffort,0.00964794,0.0236797,1.51537,34,43,43
0.9,4,Premium,0.000412459,0.0224597,0.0656399,34,43,43
0.9,4,Assured,0.00153425,0.0224712,0.103813,34,43,43
0.9,4,BestEffort,0.00928728,0.0230413,1.4473,34,43,43
0.9,5,Premium,0.000414274,0.0218,0.0656098,34,43,43
0.9,5,Assured,0.00152057,0.0214932,0.101923,34,43,43
0.9,5,BestEffort,0.00928551,0.0219696,1.44631,34,43,43
0.9,Reference,EndToEndDelay,0.00206005
0.9,Reference,BlockingRatio,0.117668
