OfferedLoad,Node,QueueType,AvgDelay,BlockingRatio,AvgBacklog,N_audio,N_video,N_data
0.4,1,BestEffort,0.000779708,0,0.0375685,15,19,19
0.4,2,Premium,0.000233007,0,0.019686,15,19,19
0.4,2,Assured,0.000988851,0,0.019244,15,19,19
0.4,2,BestEffort,0.000780239,0,0.0371575,15,19,19
0.4,3,Premium,0.00023365,0,0.0198373,15,19,19
0.4,3,Assured,0.000987116,0,0.0190306,15,19,19
0.4,3,BestEffort,0.000782178,0,0.0380164,15,19,19
0.4,4,Premium,0.000232756,0,0.0199878,15,19,19
0.4,4,Assured,0.000984394,0,0.0185397,15,19,19
0.4,4,BestEffort,0.000773302,0,0.0369653,15,19,19
0.4,5,Premium,0.000231706,0,0.0195978,15,19,19
0.4,5,Assured,0.000984002,0,0.0186017,15,19,19
0.4,5,BestEffort,0.000778661,0,0.0374796,15,19,19
0.4,Reference,EndToEndDelay,0.00115826
0.4,Reference,BlockingRatio,0
0.5,1,Premium,0.00027417,0,0.028653,19,24,24
0.5,1,Assured,0.00106637,0,0.0303189,19,24,24
0.5,1,BestEffort,0.00103058,0,0.0736795,19,24,24
0.5,2,Premium,0.000269093,0,0.0275137,19,24,24
0.5,2,Assured,0.0010617,0,0.0286843,19,24,24
0.5,2,BestEffort,0.00101982,0,0.0713557,19,24,24
0.5,3,Premium,0.00027243,0,0.0285386,19,24,24
0.5,3,Assured,0.00106143,0,0.0292077,19,24,24
0.5,3,BestEffort,0.00102579,0,0.0732817,19,24,24
0.5,4,Premium,0.000271063,0,0.0276955,19,24,24
0.5,4,Assured,0.00106422,0,0.0294663,19,24,24
0.5,4,BestEffort,0.00101701,0,0.0714709,19,24,24
0.5,5,Premium,0.000269302,0,0.0277951,19,24,24
0.5,5,Assured,0.00105808,0,0.0288724,19,24,24
0.5,5,BestEffort,0.00101291,0,0.0712268,19,24,24
0.5,Reference,EndToEndDelay,0.00135185
0.5,Reference,BlockingRatio,0
0.6,1,Premium,0.000309265,0,0.0376392,23,29,29
0.6,1,Assured,0.00116082,0,0.0441874,23,29,29
0.6,1,BestEffort,0.00146052,0,0.14154,23,29,29
0.6,2,Premium,0.000311029,0,0.0373038,23,29,29
0.6,2,Assured,0.00116147,0,0.0443753,23,29,29
0.6,2,BestEffort,0.00149967,0,0.145013,23,29,29
0.6,3,Premium,0.000308913,0,0.037057,23,29,29
0.6,3,Assured,0.00115543,0,0.0426563,23,29,29
0.6,3,BestEffort,0.00144024,0,0.135776,23,29,29
0.6,4,Premium,0.000308565,0,0.0376177,23,29,29
0.6,4,Assured,0.00115662,0,0.0430854,23,29,29
0.6,4,BestEffort,0.0014709,0,0.140275,23,29,29
0.6,5,Premium,0.000309104,0,0.0372502,23,29,29
0.6,5,Assured,0.0011563,0,0.0429755,23,29,29
0.6,5,BestEffort,0.00147339,0,0.140589,23,29,29
0.6,Reference,EndToEndDelay,0.00154946
0.6,Reference,BlockingRatio,0
0.7,1,Premium,0.000342778,0,0.0476414,27,33,33
0.7,1,Assured,0.00126479,0,0.0594882,27,33,33
0.7,1,BestEffort,0.00225801,0,0.264621,27,33,33
0.7,2,Premium,0.000340872,0,0.0464738,27,33,33
0.7,2,Assured,0.00125832,0,0.0580344,27,33,33
0.7,2,BestEffort,0.00219788,0,0.251688,27,33,33
0.7,3,Premium,0.000343087,0,0.0469199,27,33,33
0.7,3,Assured,0.00125529,0,0.057931,27,33,33
0.7,3,BestEffort,0.00221293,0,0.25576,27,33,33
0.7,4,Premium,0.000341198,0,0.0473151,27,33,33
0.7,4,Assured,0.00125912,0,0.059073,27,33,33
0.7,4,BestEffort,0.00226207,0,0.265177,27,33,33
0.7,5,Premium,0.000341193,0,0.0470101,27,33,33
0.7,5,Assured,0.00126107,0,0.0586723,27,33,33
0.7,5,BestEffort,0.00224939,0,0.261514,27,33,33
0.7,Reference,EndToEndDelay,0.00171452
0.7,Reference,BlockingRatio,0
0.8,1,Premium,0.000381853,0,0.0571719,30,38,38
0.8,1,Assured,0.00139373,0,0.0814084,30,38,38
0.8,1,BestEffort,0.00465096,0,0.661875,30,38,38
0.8,2,Premium,0.000382034,0,0.0568281,30,38,38
0.8,2,Assured,0.00139879,0,0.0820722,30,38,38
0.8,2,BestEffort,0.0046642,0,0.659248,30,38,38
0.8,3,Premium,0.000379954,0,0.0559318,30,38,38
0.8,3,Assured,0.00139695,0,0.0806291,30,38,38
0.8,3,BestEffort,0.00457207,0,0.638429,30,38,38
0.8,4,Premium,0.000382493,0,0.0570799,30,38,38
0.8,4,Assured,0.00140671,0,0.0829279,30,38,38
0.8,4,BestEffort,0.00478011,0,0.677032,30,38,38
0.8,5,Premium,0.000379807,0,0.0563428,30,38,38
0.8,5,Assured,0.00139584,0,0.0802256,30,38,38
0.8,5,BestEffort,0.00439891,0,0.615514,30,38,38
0.8,Reference,EndToEndDelay,0.00190599
0.8,Reference,BlockingRatio,0
0.9,1,Premium,0.00042054,0,0.0687002,34,43,43
0.9,1,Assured,0.00158577,0,0.112955,34,43,43
0.9,1,BestEffort,0.0297467,0,4.90367,34,43,43
0.9,2,Premium,0.000422831,0,0.0688896,34,43,43
0.9,2,Assured,0.00160831,0,0.116224,34,43,43
0.9,2,BestEffort,0.0421652,0,6.97454,34,43,43
0.9,3,Premium,0.000422134,0,0.068816,34,43,43
0.9,3,Assured,0.00159905,0,0.114445,34,43,43
0.9,3,BestEffort,0.0320905,0,5.21787,34,43,43
0.9,4,Premium,0.000422427,0,0.0684428,34,43,43
0.9,4,Assured,0.00160728,0,0.11613,34,43,43
0.9,4,BestEffort,0.0349816,0,5.74987,34,43,43
0.9,5,Premium,0.000423022,0,0.0694556,34,43,43
0.9,5,Assured,0.00161192,0,0.117135,34,43,43
0.9,5,BestEffort,0.0481943,0,8.03976,34,43,43
0.9,Reference,EndToEndDelay,0.00211448
0.9,Reference,BlockingRatio,0
