OfferedLoad,Node,QueueType,AvgDelay,BlockingRatio,AvgBacklog,N_audio,N_video,N_data
0.2,Reference,BlockingRatio,0
0.3,1,Premium,0.000199774,0,0.0120881,11,14,14
0.3,1,Assured,0.000926408,0,0.0113072,11,14,14
0.3,1,BestEffort,0.000651904,0,0.021581,11,14,14
0.3,2,Premium,0.000199462,0,0.0122487,11,14,14
0.3,2,Assured,0.000926363,0,0.0111949,11,14,14
0.3,2,BestEffort,0.000647814,0,0.0210002,11,14,14
0.3,3,Premium,0.000199374,0,0.0119896,11,14,14
0.3,3,Assured,0.000925287,0,0.0111921,11,14,14
0.3,3,BestEffort,0.000650557,0,0.0210118,11,14,14
0.3,4,Premium,0.000198281,0,0.0119767,11,14,14
0.3,4,Assured,0.000923399,0,0.0110562,11,14,14
0.3,4,BestEffort,0.000646065,0,0.0205602,11,14,14
0.3,5,Premium,0.000196607,0,0.0117848,11,14,14
0.3,5,Assured,0.000924279,0,0.0110145,11,14,14
0.3,5,BestEffort,0.000649324,0,0.0212734,11,14,14
0.3,Reference,EndToEndDelay,0.0032614
0.3,Reference,BlockingRatio,0
0.4,1,Premium,0.000236154,0,0.0190219,15,19,19
0.4,1,Assured,0.000989552,0,0.019171,15,19,19
0.4,1,BestEffort,0.000790097,0,0.0407551,15,19,19
0.4,2,Premium,0.000234577,0,0.0186126,15,19,19
0.4,2,Assured,0.000992433,0,0.0196268,15,19,19
0.4,2,BestEffort,0.000790622,0,0.0412344,15,19,19
0.4,3,Premium,0.000236817,0,0.0190386,15,19,19
0.4,3,Assured,0.000984531,0,0.0188133,15,19,19
0.4,3,BestEffort,0.000792671,0,0.0414702,15,19,19
0.4,4,Premium,0.00023467,0,0.018862,15,19,19
0.4,4,Assured,0.000990041,0,0.0191646,15,19,19
0.4,4,BestEffort,0.000793184,0,0.0411822,15,19,19
0.4,5,Premium,0.00023485,0,0.0188074,15,19,19
0.4,5,Assured,0.000984646,0,0.018519,15,19,19
0.4,5,BestEffort,0.00078488,0,0.0404532,15,19,19
0.4,Reference,EndToEndDelay,0.00396146
0.4,Reference,BlockingRatio,0
0.5,1,Premium,0.000273632,0,0.0270352,19,24,24
0.5,1,Assured,0.00106396,0,0.0297534,19,24,24
0.5,1,BestEffort,0.00103813,0,0.078236,19,24,24
0.5,2,Premium,0.000274923,0,0.0272626,19,24,24
0.5,2,Assured,0.00106774,0,0.0302042,19,24,24
0.5,2,BestEffort,0.00104588,0,0.0792371,19,24,24
0.5,3,Premium,0.000275096,0,0.0268797,19,24,24
0.5,3,Assured,0.00106433,0,0.0295895,19,24,24
0.5,3,BestEffort,0.00103698,0,0.0783713,19,24,24
0.5,4,Premium,0.000271904,0,0.0265215,19,24,24
0.5,4,Assured,0.00106344,0,0.0287599,19,24,24
0.5,4,BestEffort,0.00102676,0,0.0752725,19,24,24
0.5,5,Premium,0.000273147,0,0.0268619,19,24,24
0.5,5,Assured,0.00106408,0,0.0296205,19,24,24
0.5,5,BestEffort,0.0010344,0,0.0768168,19,24,24
0.5,Reference,EndToEndDelay,0.00512097
0.5,Reference,BlockingRatio,0
0.6,1,Premium,0.000309832,0,0.0360591,23,29,29
0.6,1,Assured,0.00115225,0,0.0425456,23,29,29
0.6,1,BestEffort,0.00147734,0,0.147404,23,29,29
0.6,2,Premium,0.000310334,0,0.0359782,23,29,29
0.6,2,Assured,0.00116077,0,0.0437955,23,29,29
0.6,2,BestEffort,0.00149532,0,0.149281,23,29,29
0.6,3,Premium,0.00031217,0,0.0359991,23,29,29
0.6,3,Assured,0.00116488,1.70117e-05,0.0442546,23,29,29
0.6,3,BestEffort,0.00151021,0,0.148535,23,29,29
0.6,4,Premium,0.00031361,1.33973e-05,0.0362664,23,29,29
0.6,4,Assured,0.0011611,0,0.0441211,23,29,29
0.6,4,BestEffort,0.00151642,1.28136e-05,0.151813,23,29,29
0.6,5,Premium,0.000311305,0,0.0354839,23,29,29
0.6,5,Assured,0.00115232,0,0.0427294,23,29,29
0.6,5,BestEffort,0.00147908,0,0.145524,23,29,29
0.6,Reference,EndToEndDelay,0.00733382
0.6,Reference,BlockingRatio,0
0.7,1,Premium,0.000343665,8.03711e-05,0.0452668,27,33,33
0.7,1,Assured,0.00125236,9.02093e-05,0.057724,27,33,33
0.7,1,BestEffort,0.00220146,7.96831e-05,0.260868,27,33,33
0.7,2,Premium,0.000343055,0.000159903,0.0453581,27,33,33
0.7,2,Assured,0.0012505,0.000135212,0.0574492,27,33,33
0.7,2,BestEffort,0.00220712,0.000181449,0.262808,27,33,33
0.7,3,Premium,0.000341507,0.000125937,0.0452078,27,33,33
0.7,3,Assured,0.00125314,0.000150297,0.0577433,27,33,33
0.7,3,BestEffort,0.00225865,6.82835e-05,0.26948,27,33,33
0.7,4,Premium,0.000344328,8.02458e-05,0.0452181,27,33,33
0.7,4,Assured,0.00125751,0,0.0586173,27,33,33
0.7,4,BestEffort,0.00228622,9.08905e-05,0.27337,27,33,33
0.7,5,Premium,0.000343832,0,0.0451148,27,33,33
0.7,5,Assured,0.00125248,7.5136e-05,0.0575836,27,33,33
0.7,5,BestEffort,0.00221211,3.40688e-05,0.263347,27,33,33
0.7,Reference,EndToEndDelay,0.0112524
0.7,Reference,BlockingRatio,0
0.8,1,Premium,0.000383288,0.00276966,0.0550882,30,38,38
0.8,1,Assured,0.00139945,0.00256856,0.082021,30,38,38
0.8,1,BestEffort,0.00463567,0.00249919,0.67607,30,38,38
0.8,2,Premium,0.000383143,0.00245312,0.0545268,30,38,38
0.8,2,Assured,0.00139675,0.00205911,0.0815402,30,38,38
0.8,2,BestEffort,0.00455541,0.00222038,0.653053,30,38,38
0.8,3,Premium,0.000381356,0.00246214,0.054209,30,38,38
0.8,3,Assured,0.00139509,0.00213053,0.0804568,30,38,38
0.8,3,BestEffort,0.00446441,0.00208273,0.637386,30,38,38
0.8,4,Premium,0.000380745,0.00224539,0.0539384,30,38,38
0.8,4,Assured,0.00139293,0.00206156,0.0802477,30,38,38
0.8,4,BestEffort,0.00452642,0.00233661,0.649499,30,38,38
0.8,5,Premium,0.00038122,0.00246982,0.0542022,30,38,38
0.8,5,Assured,0.00139701,0.00265687,0.0811416,30,38,38
0.8,5,BestEffort,0.00448276,0.00255218,0.644281,30,38,38
0.8,Reference,EndToEndDelay,0.0221901
0.8,Reference,BlockingRatio,0.0115801
0.9,1,Premium,0.000413219,0.0272632,0.0638835,34,43,43
0.9,1,Assured,0.0015236,0.026581,0.102459,34,43,43
0.9,1,BestEffort,0.00967452,0.0259558,1.56095,34,43,43
0.9,2,Premium,0.000413503,0.022643,0.0638596,34,43,43
0.9,2,Assured,0.0015188,0.0227471,0.101549,34,43,43
0.9,2,BestEffort,0.00925248,0.0225226,1.46688,34,43,43
0.9,3,Premium,0.000413348,0.025119,0.0637213,34,43,43
0.9,3,Assured,0.00152464,0.0251034,0.101785,34,43,43
0.9,3,BestEffort,0.0095494,0.0247963,1.51828,34,43,43
0.9,4,Premium,0.000413585,0.0248925,0.0640861,34,43,43
0.9,4,Assured,0.00152679,0.0262174,0.102841,34,43,43
0.9,4,BestEffort,0.00964544,0.025934,1.54155,34,43,43
0.9,5,Premium,0.000413562,0.0241045,0.0633303,34,43,43
0.9,5,Assured,0.00152511,0.0234212,0.101834,34,43,43
0.9,5,BestEffort,0.0094323,0.0247545,1.49602,34,43,43
0.9,Reference,EndToEndDelay,0.0471942
0.9,Reference,BlockingRatio,0.114967
